make,mileage,model,price,vin,year
Chevrolet,"22,607 Miles",Cruze,"$15,100",1G1BE5SM9H7121760,2017
Mercedes-Benz,"34,478 Miles",E-Class,"$27,900",WDDHF5KB2GB251362,2016
Volkswagen,"21,469 Miles",Jetta,"$12,700",3VWLL7AJ2EM283569,2014
MINI,"28,197 Miles",Countryman,"$19,200",WMWZC3C58FWP52944,2015
Nissan,"48,764 Miles",Altima,"$15,500",1N4AL3AP9HC239474,2017
Hyundai,"20,685 Miles",Sonata,"$16,999",5NPE34AF5GH303151,2016
Hyundai,"47,326 Miles",Santa Fe,"$22,500",KM8SN4HF3GU144795,2016
Mitsubishi,"43,516 Miles",Outlander,"$15,695",JA4AD2A37HZ039392,2017
Ford,"33,386 Miles",Edge,"$19,100",2FMPK4G92GBB69963,2016
Honda,"113,725 Miles",Pilot,"$15,755",5FNYF4H96BB034850,2011
Honda,"13,725 Miles",Civic,"$23,300",2HGFC3A56HH753134,2017
Dodge,"28,596 Miles",Challenger,"$25,300",2C3CDZBT7HH619364,2017
Lincoln,"25,776 Miles",MKS,"$19,999",1LNHL9EK0GG602872,2016
Hyundai,"16,017 Miles",Sonata,"$15,800",5NPE34AF8FH233529,2015
Toyota,"49,908 Miles",Camry,"$15,095",4T1BF1FK7FU110093,2015
Infiniti,"70,308 Miles",QX60,"$21,200",5N1AL0MN7FC536867,2015
Dodge,"40,575 Miles",Grand Caravan,"$16,200",2C4RDGCG7HR596030,2017
Ford,"21,991 Miles",Fusion Hybrid,"$17,185",3FA6P0LU5HR295747,2017
Alfa Romeo,"4,156 Miles",4C,"$47,600",ZARBAAC46FM132164,2015
Ford,"37,508 Miles",F-150,"$35,200",1FTEW1EG1HKD19102,2017
Ford,"40,041 Miles",Edge,"$18,300",2FMTK3J94FBB59144,2015
Toyota,"45,523 Miles",Corolla,"$14,115",2T1BURHE1HC928080,2017
Lexus,"44,850 Miles",RC 350,"$27,640",JTHHE5BC3F5008239,2015
Maserati,"43,741 Miles",Ghibli,"$35,855",ZAM57RTA1F1136954,2015
Nissan,"43,399 Miles",Maxima,"$20,300",1N4AA6AP5HC419588,2017
Mercedes-Benz,"35,751 Miles",CLA,"$19,999",WDDSJ4EB5GN297678,2016
Tesla,"34,209 Miles",Model S,"$50,180",5YJSA1H20FF090746,2015
Porsche,"26,247 Miles",Cayenne,"$41,599",WP1AB2A23FLA59382,2015
Nissan,"32,159 Miles",Murano,"$20,000",5N1AZ2MG5GN169873,2016
Nissan,"38,301 Miles",Rogue,"$15,900",KNMAT2MV7FP587231,2015
BMW,"28,953 Miles",3 Series,"$23,635",WBA3B5G59FNS14712,2015
Subaru,"6,022 Miles",Legacy,"$21,999",4S3BNAN69J3029929,2018
Ford,"18,335 Miles",Escape,"$16,700",1FMCU0F77HUE24054,2017
Dodge,"48,618 Miles",Charger,"$19,200",2C3CDXHG5HH641975,2017
Nissan,"8,298 Miles",Rogue Sport,"$21,495",JN1BJ1CP6HW035433,2017
Nissan,"15,253 Miles",Sentra,"$17,000",3N1CB7AP1HY382751,2017
Toyota,"34,016 Miles",Sequoia,"$34,599",5TDJY5G14FS120561,2015
Honda,"32,832 Miles",Civic,"$16,200",19XFC2F54GE029423,2016
Ford,"7,084 Miles",Mustang,"$19,680",1FA6P8AM6H5276905,2017
Chevrolet,"52,812 Miles",Cruze,"$14,500",1G1BF5SM4H7155232,2017
Kia,793 Miles,Forte,"$15,400",3KPFK4A78JE229428,2018
Ram,"41,058 Miles",Pickup 1500,"$35,500",1C6RR7YT6GS280520,2016
Ford,"21,261 Miles",Mustang,"$21,999",1FATP8UHXJ5111141,2018
Chevrolet,"55,277 Miles",Sonic,"$12,200",1G1JF5SB7H4109003,2017
Ford,"70,315 Miles",Explorer,"$18,200",1FM5K7D87EGA78827,2014
Lexus,"30,317 Miles",RX 350,"$37,700",2T2BZMCAXGC007964,2016
Acura,"28,443 Miles",ILX,"$15,599",19UDE2F34GA024257,2016
Dodge,"12,352 Miles",Challenger,"$32,900",2C3CDZFJ1FH773171,2015
Nissan,"23,535 Miles",JUKE,"$15,999",JN8AF5MV9HT753997,2017
Kia,"26,827 Miles",Sportage,"$16,500",KNDPC3AC9F7724978,2015
Ford,"43,603 Miles",F-250 Super Duty,"$30,180",1FT7W2AT3EEB76116,2014
Nissan,"30,950 Miles",Pathfinder,"$18,499",5N1DR2MN0HC668007,2017
Chevrolet,"29,784 Miles",Camaro,"$22,999",2G1FJ1EW3F9288016,2015
Nissan,"37,357 Miles",Sentra,"$12,700",3N1AB7AP3GL651478,2016
Infiniti,"51,907 Miles",Q50,"$22,600",JN1BV7AR0FM410849,2015
Honda,"61,537 Miles",Accord Hybrid,"$19,500",1HGCR6F52FA001129,2015
Ford,"45,153 Miles",Focus,"$12,000",1FADP3K23HL249874,2017
Jeep,"45,265 Miles",Renegade,"$15,600",ZACCJBBT5FPB34437,2015
Volkswagen,"60,287 Miles",Passat,"$13,000",1VWAT7A33GC035554,2016
Infiniti,"27,442 Miles",QX80,"$41,900",JN8AZ2NE9G9120688,2016
Mitsubishi,"24,015 Miles",Outlander,"$19,255",JA4AD3A36HZ018507,2017
GMC,"55,316 Miles",Sierra 1500,"$28,700",3GTP1MEC5HG109132,2017
Hyundai,"18,391 Miles",Elantra,"$14,300",5NPD84LF7HH138134,2017
Chevrolet,"42,963 Miles",Volt,"$15,600",1G1RD6E4XFU142599,2015
Ram,"16,847 Miles",Pickup 1500,"$29,300",1C6RR7LT6GS321512,2016
Lincoln,"46,965 Miles",Navigator L,"$37,980",5LMJJ3JT2GEL08207,2016
Nissan,"46,148 Miles",Armada,"$24,299",JN8AY2ND3H9002809,2017
Nissan,"19,294 Miles",Rogue,"$14,999",KNMAT2MV7GP594360,2016
Nissan,"44,773 Miles",Altima,"$16,400",1N4BL3AP7HC155755,2017
Nissan,"22,347 Miles",Maxima,"$20,200",1N4AA6AP5GC420111,2016
Volkswagen,"27,742 Miles",Jetta,"$12,900",3VWLL7AJ9EM394295,2014
Kia,"39,617 Miles",K900,"$22,600",KNALU4D49F6027111,2015
Ford,"15,703 Miles",Fiesta,"$11,100",3FADP4EJ0FM223642,2015
Nissan,"35,503 Miles",Maxima,"$20,100",1N4AA6AP0HC449100,2017
Chrysler,"30,575 Miles",200,"$17,600",1C3CCCEG9FN610491,2015
Cadillac,"32,650 Miles",ATS,"$18,800",1G6AA5RX1F0100795,2015
Chevrolet,"46,247 Miles",Sonic,"$12,700",1G1JF5SBXH4117628,2017
Honda,"41,818 Miles",Accord,"$14,999",1HGCR2F80FA233621,2015
Nissan,"40,380 Miles",Rogue,"$15,399",KNMAT2MV5HP540833,2017
Volkswagen,"77,275 Miles",Touareg,"$17,455",WVGFF9BP5CD002214,2012
Volkswagen,"42,762 Miles",Tiguan,"$14,300",WVGAV7AX9FW604559,2015
Nissan,"27,789 Miles",Rogue,"$15,999",KNMAT2MV5GP694778,2016
Nissan,"32,267 Miles",Maxima,"$20,499",1N4AA6AP4JC362726,2018
Volkswagen,"55,498 Miles",Jetta,"$12,100",3VWPL7AJ6EM606684,2014
Buick,"12,353 Miles",Verano,"$16,100",1G4PV5SK8G4113270,2016
Honda,"50,475 Miles",Accord,"$16,400",1HGCR2F84DA011127,2013
Nissan,"34,880 Miles",Murano,"$18,999",5N1AZ2MHXHN115656,2017
Mercedes-Benz,"33,439 Miles",S-Class,"$65,999",WDDUG7JB7FA125690,2015
FIAT,"31,580 Miles",500X,"$18,400",ZFBCFYDT6GP380674,2016
Audi,"67,557 Miles",SQ5,"$27,500",WA1CGAFP7EA083117,2014
Toyota,"50,315 Miles",Venza,"$16,600",4T3ZA3BB4FU093338,2015
Honda,"31,573 Miles",Civic,"$19,555",19XFC1F76GE041357,2016
FIAT,"44,965 Miles",500X,"$13,545",ZFBCFXBT0GP442521,2016
Volkswagen,"38,309 Miles",Jetta,"$12,000",3VWPL7AJXDM633529,2013
Subaru,"31,263 Miles",Legacy,"$18,900",4S3BNAJ63F3074619,2015
Nissan,"32,257 Miles",Versa,"$11,300",3N1CN7AP0GL897985,2016
Honda,"29,675 Miles",Civic,"$19,500",19XFC1F78GE023569,2016
GMC,106 Miles,Sierra 1500,"$41,830",3GTU2NECXJG523468,2018
Chevrolet,"21,473 Miles",Colorado,"$26,500",1GCGTBE30G1174112,2016
Nissan,"38,641 Miles",Altima,"$14,545",1N4AL3AP2FC569275,2015
Dodge,"47,225 Miles",Grand Caravan,"$16,300",2C4RDGEG8HR699843,2017
Ford,"17,968 Miles",Mustang,"$30,280",1FA6P8CF2H5256634,2017
Chevrolet,"22,070 Miles",Equinox,"$17,300",2GNALCEK1H6263437,2017
Nissan,"49,135 Miles",Rogue,"$15,395",KNMAT2MV2HP556021,2017
Land Rover,"36,017 Miles",Discovery Sport,"$29,680",SALCR2BG3GH588750,2016
Ford,"19,729 Miles",C-MAX Energi,"$16,999",1FADP5FU8HL100142,2017
Honda,"32,468 Miles",Civic,"$19,400",19XFC1F77GE044090,2016
Acura,"44,062 Miles",TLX,"$19,700",19UUB2F57FA021913,2015
Kia,"4,444 Miles",Stinger,"$31,630",KNAE25LA9J6017294,2018
Subaru,"7,020 Miles",Outback,"$33,900",4S4BSENCXJ3241174,2018
BMW,"42,916 Miles",5 Series,"$25,500",WBAFR9C57DDX80263,2013
Ram,"28,383 Miles",Pickup 1500,"$37,000",1C6RR7WT0GS113069,2016
Jeep,"75,480 Miles",Wrangler Unlimited,"$23,700",1J4BA5H11BL547208,2011
Nissan,"8,718 Miles",Frontier,"$19,999",1N6AD0ER2JN747150,2018
Nissan,"25,641 Miles",Maxima,"$19,200",1N4AA5AP5EC497519,2014
Chevrolet,"26,694 Miles",Tahoe,"$49,980",1GNSKCKC2GR218336,2016
Hyundai,"27,340 Miles",Sonata,"$15,000",5NPE24AF1GH336313,2016
Hyundai,"8,284 Miles",Sonata,"$19,000",5NPE34AF1FH168488,2015
Ford,"21,775 Miles",Focus,"$9,699",1FADP3FE7GL215777,2016
Buick,"31,584 Miles",Enclave,"$25,100",5GAKRBKDXFJ385663,2015
Jeep,"21,037 Miles",Renegade,"$16,180",ZACCJBBT2FPC20398,2015
Lexus,"43,736 Miles",RX 350,"$22,499",2T2ZK1BA1FC207441,2015
GMC,"74,822 Miles",Terrain,"$15,500",2GKALSEK2F6244383,2015
Toyota,"18,118 Miles",Camry,"$17,455",4T1BF1FK3GU163150,2016
Kia,"14,533 Miles",Soul,"$14,500",KNDJN2A28G7289955,2016
Volkswagen,"30,969 Miles",Jetta,"$12,500",3VW3L7AJ8EM330037,2014
Mercedes-Benz,"20,150 Miles",C-Class,"$22,500",WDDGJ4HB2FG431793,2015
Nissan,"31,706 Miles",Sentra,"$11,300",3N1AB7AP8EY293939,2014
Infiniti,"39,788 Miles",Q50,"$16,999",JN1BV7AR3FM410795,2015
Chevrolet,"29,716 Miles",Impala,"$17,999",2G1165S37F9204356,2015
Honda,"43,791 Miles",CR-V,"$21,980",2HKRM3H73GH502190,2016
Chevrolet,"30,315 Miles",Silverado 1500,"$29,915",3GCPCREC3GG171893,2016
Toyota,"18,367 Miles",Tacoma,"$27,480",5TFAX5GN0GX054124,2016
Kia,"16,587 Miles",Sportage,"$17,200",KNDPM3AC0H7165501,2017
Audi,"36,621 Miles",Q5,"$24,855",WA1CMAFP9EA038494,2014
Mercedes-Benz,"30,285 Miles",GLE,"$32,999",4JGDA5JB9GA697759,2016
BMW,"38,754 Miles",4 Series,"$21,299",WBA3T1C51EPS98958,2014
Mercedes-Benz,"41,557 Miles",GLE,"$33,400",4JGDA5HB3GA714433,2016
Volkswagen,"21,682 Miles",Jetta,"$13,300",3VWLL7AJ5EM444349,2014
Volkswagen,"4,685 Miles",Passat,"$16,999",1VWDT7A34HC070358,2017
Hyundai,"45,598 Miles",Elantra,"$12,400",5NPD74LF1HH098619,2017
Ford,"1,580 Miles",Escape,"$19,130",1FMCU0GD8JUA43792,2018
Ford,"47,135 Miles",Focus,"$13,400",1FADP3M20HL249487,2017
Ford,"41,373 Miles",Fusion Hybrid,"$14,700",3FA6P0LU7HR296270,2017
Chrysler,"33,087 Miles",300,"$22,988",2C3CCABG9HH616022,2017
Kia,"40,577 Miles",Sorento,"$17,799",5XYPH4A52GG134795,2016
GMC,"15,139 Miles",Terrain,"$18,800",2GKALMEK1G6359926,2016
Cadillac,"29,359 Miles",ATS,"$19,400",1G6AB5RX8F0110107,2015
BMW,"24,794 Miles",M3,"$55,985",WBS8M9C58J5J77959,2018
Ford,"45,739 Miles",Explorer,"$27,255",1FM5K8F80HGC35783,2017
Nissan,"22,421 Miles",Maxima,"$20,999",1N4AA6APXGC393715,2016
Kia,"62,172 Miles",Soul,"$11,600",KNDJP3A59E7008348,2014
Land Rover,"14,363 Miles",Range Rover,"$76,855",SALGS3EF7GA244748,2016
Mercedes-Benz,"39,556 Miles",E-Class,"$26,999",WDDHF5KBXGB204726,2016
Nissan,"34,040 Miles",Maxima,"$25,200",1N4AA6AP9HC441657,2017
GMC,"41,001 Miles",Sierra 1500,"$26,100",1GTV2UEH7FZ371683,2015
Hyundai,"20,969 Miles",Elantra GT,"$16,000",KMHH35LEXJU029140,2018
Honda,"4,620 Miles",Civic,"$21,100",SHHFK7H25JU228760,2018
Ford,"35,118 Miles",Focus,"$12,500",1FADP3K21FL349162,2015
Toyota,"16,428 Miles",RAV4,"$20,400",2T3WFREV7GW264159,2016
Scion,"43,629 Miles",iM,"$13,700",JTNKARJE8GJ511539,2016
Mazda,"39,032 Miles",Mazda3,"$14,700",3MZBN1U79HM116083,2017
Ford,"40,207 Miles",Mustang,"$20,200",1FA6P8TH4H5292889,2017
Dodge,"57,865 Miles",Challenger,"$19,200",2B3CJ5DT1BH550464,2011
Nissan,"48,557 Miles",Rogue,"$17,300",5N1AT2MV2EC814701,2014
Jeep,"32,842 Miles",Patriot,"$16,100",1C4NJRFB5GD581904,2016
Nissan,"44,089 Miles",Altima,"$10,999",1N4AL3AP9FC478133,2015
Dodge,"20,985 Miles",Journey,"$20,000",3C4PDCGG8JT156797,2018
Toyota,"44,900 Miles",Corolla,"$13,495",2T1BURHE4HC932642,2017
Infiniti,"40,994 Miles",QX60,"$22,999",5N1AL0MN0FC534572,2015
Ford,"41,720 Miles",Mustang,"$20,100",1FATP8UH1H5295198,2017
Chevrolet,"49,246 Miles",Equinox,"$16,800",2GNFLFEK2H6128202,2017
GMC,"43,285 Miles",Acadia,"$16,999",1GKKRNED0FJ340361,2015
Chrysler,"34,097 Miles",300,"$19,900",2C3CCARG0GH162134,2016
Mazda,"32,973 Miles",CX-5,"$22,200",JM3KE2DY0G0774806,2016
Hyundai,"25,416 Miles",Elantra,"$13,300",5NPDH4AE1GH683092,2016
Nissan,"46,474 Miles",Rogue,"$16,105",KNMAT2MT4HP584529,2017
Jeep,"29,478 Miles",Cherokee,"$21,400",1C4PJMCS8HW547283,2017
Ford,"15,385 Miles",Fusion Hybrid,"$18,375",3FA6P0LU8HR374619,2017
Kia,"4,901 Miles",Forte,"$15,685",3KPFK4A74JE199523,2018
Honda,"38,735 Miles",CR-V,"$16,699",5J6RM4H71FL057443,2015
Ford,"17,605 Miles",Escape,"$14,999",1FMCU0GDXHUA78408,2017
Infiniti,"40,710 Miles",Q50,"$24,200",JN1BV7AR5FM413889,2015
Ram,"25,695 Miles",Pickup 1500,"$24,000",1C6RR6FG8HS542832,2017
Acura,"45,902 Miles",TLX,"$18,800",19UUB1F34GA002875,2016
Jeep,"42,565 Miles",Renegade,"$18,200",ZACCJBDB5HPE85145,2017
Ford,"41,492 Miles",Focus,"$12,400",1FADP3K28HL217373,2017
Toyota,"1,155 Miles",Tacoma,"$30,300",5TFAZ5CNXJX069513,2018
Chevrolet,"25,522 Miles",Tahoe,"$42,230",1GNSCBKC2JR129414,2018
Lexus,"21,941 Miles",RC 350,"$31,780",JTHHE5BC2F5008619,2015
Nissan,"14,063 Miles",Frontier,"$24,399",1N6AD0EV1JN709308,2018
Buick,"32,240 Miles",LaCrosse,"$15,430",1G4GC5E3XCF107317,2012
Ford,"32,551 Miles",F-150,"$40,980",1FTEW1EG1FFC53205,2015
Buick,"40,230 Miles",Verano,"$15,900",1G4PS5SK2H4113243,2017
Ford,"15,156 Miles",Fusion,"$16,700",3FA6P0H79HR103989,2017
Ford,"33,345 Miles",Mustang,"$18,888",1FA6P8TH6H5238252,2017
Tesla,"60,419 Miles",Model S,"$42,400",5YJSA1DN4DFP26436,2013
Ford,"32,465 Miles",F-150,"$31,000",1FTEW1E84FFC10485,2015
Acura,"41,811 Miles",TL,"$16,580",19UUA8F2XCA035814,2012
Lexus,"15,672 Miles",RX 350,"$38,255",2T2BZMCA7GC052408,2016
Kia,"25,564 Miles",Forte,"$13,300",3KPFL4A71HE068282,2017
Cadillac,"43,285 Miles",ATS,"$18,700",1G6AB5RA1F0109652,2015
Mercedes-Benz,"20,020 Miles",GLA,"$27,800",WDCTG4EB6GJ210675,2016
Ford,"42,496 Miles",Escape,"$18,525",1FMCU9G94HUD29889,2017
Lexus,"35,589 Miles",ES 300h,"$28,630",JTHBW1GG3G2118170,2016
Lexus,"26,063 Miles",RX 350,"$39,300",2T2ZZMCA3HC059047,2017
Ford,"47,574 Miles",F-150,"$20,030",1FTFX1CF4EFA32563,2014
Chevrolet,"41,326 Miles",Equinox,"$15,080",2GNALCEK3G6354529,2016
Ford,"41,923 Miles",Escape,"$18,100",1FMCU0J9XGUA14887,2016
Jeep,"28,801 Miles",Grand Cherokee,"$24,730",1C4RJFAG4FC948993,2015
Nissan,"40,633 Miles",Sentra,"$13,100",3N1AB7AP9HL660476,2017
Lexus,"28,897 Miles",ES 350,"$28,900",58ABK1GG4GU004247,2016
BMW,"60,604 Miles",5 Series,"$25,300",WBAFR9C53DDX80356,2013
Jeep,"14,499 Miles",Patriot,"$13,999",1C4NJPFA5GD656032,2016
Kia,"42,543 Miles",Optima,"$17,700",5XXGR4A67FG493312,2015
Volkswagen,"16,425 Miles",Atlas,"$29,200",1V2CR2CA5JC544561,2018
Kia,"17,155 Miles",Rio,"$13,400",3KPA24AB9JE058803,2018
BMW,"40,689 Miles",X6 M,"$55,855",5YMKW8C57F0R42804,2015
Lexus,"23,832 Miles",RX 350,"$38,630",2T2ZZMCA4GC023138,2016
FIAT,"67,065 Miles",500L,"$8,900",ZFBCFAAH5EZ011653,2014
Honda,"32,351 Miles",Civic,"$16,200",19XFB2F83FE240186,2015
Volkswagen,"34,527 Miles",Eos,"$17,400",WVWBW8AHXDV004141,2013
Lincoln,"25,192 Miles",MKC,"$23,988",5LMCJ1C90HUL36481,2017
Nissan,"71,577 Miles",Altima,"$11,130",1N4AL3AP1DN445497,2013
Lexus,"43,624 Miles",IS 250,"$23,755",JTHCF1D2XE5005731,2014
Chevrolet,"34,325 Miles",Equinox,"$15,499",2GNFLGEK6F6363818,2015
Kia,"11,671 Miles",Soul,"$15,000",KNDJP3A53G7249762,2016
Ford,"41,924 Miles",Focus,"$11,700",1FADP3K26HL224063,2017
Mercedes-Benz,"10,593 Miles",C-Class,"$32,680",WDDWF4KB0HR298559,2017
Toyota,"29,285 Miles",Highlander,"$28,880",5TDJKRFH4FS211949,2015
Chevrolet,"3,111 Miles",Silverado 1500,"$21,230",1GCNCNEH4HZ308949,2017
Buick,"12,564 Miles",Encore,"$18,200",KL4CJASB6HB248424,2017
Buick,"27,240 Miles",Encore,"$12,999",KL4CJASB0GB654147,2016
FIAT,"12,564 Miles",500X,"$15,300",ZFBCFXAB8HP595013,2017
Nissan,"39,354 Miles",Rogue,"$16,600",KNMAT2MV3HP575855,2017
Chrysler,"78,386 Miles",Town and Country,"$17,400",2C4RC1CG2FR601034,2015
Lincoln,"36,060 Miles",MKS,"$18,099",1LNHL9EK2FG601379,2015
Tesla,"22,329 Miles",Model S,"$56,980",5YJSA1S22FF094001,2015
Nissan,"35,200 Miles",Altima,"$16,300",1N4AL3AP4HC251564,2017
Scion,"27,508 Miles",tC,"$15,900",JTKJF5C79GJ023671,2016
Ford,"39,646 Miles",Focus,"$11,700",1FADP3K22HL216509,2017
Ford,"46,323 Miles",Edge,"$22,000",2FMPK4K91HBB90134,2017
Acura,"32,108 Miles",MDX,"$29,300",5FRYD4H2XGB040892,2016
Honda,"18,268 Miles",Accord,"$23,400",1HGCR2F67GA227234,2016
Volkswagen,"40,367 Miles",Passat,"$10,255",1VWAP7A30EC008104,2014
Honda,"34,029 Miles",Accord,"$16,999",1HGCR2F85GA005891,2016
Dodge,"35,245 Miles",Journey,"$15,200",3C4PDCABXHT706945,2017
Mercedes-Benz,"16,941 Miles",SL-Class,"$62,899",WDDJK7DAXGF037967,2016
Mercedes-Benz,"55,255 Miles",C-Class,"$26,700",WDDGF7HB2BF537339,2011
Nissan,"12,211 Miles",Maxima,"$25,900",1N4AA6AP0HC453857,2017
Buick,"26,934 Miles",Encore,"$15,000",KL4CJASB7FB218409,2015
Honda,"24,401 Miles",Accord,"$20,000",1HGCR2F85FA113037,2015
Nissan,"29,509 Miles",Sentra,"$12,800",3N1AB7AP2GY295821,2016
Mercedes-Benz,"33,485 Miles",C-Class,"$21,999",55SWF4KB5GU133443,2016
Toyota,"12,510 Miles",Tacoma,"$25,495",5TFJX4GN3FX047242,2015
Lexus,"38,097 Miles",IS 300,"$26,855",JTHCM1D20G5001762,2016
Nissan,"30,902 Miles",Sentra,"$12,600",3N1AB7AP7GY304447,2016
Buick,"9,181 Miles",Cascada,"$24,580",W04WH3N5XJG032952,2018
Lexus,"34,251 Miles",ES 300h,"$30,100",JTHBW1GG0G2111886,2016
Audi,"40,135 Miles",A8 L,"$32,555",WAURMAFD8EN001044,2014
Hyundai,"35,501 Miles",Sonata,"$16,000",5NPE34AFXFH232043,2015
Volkswagen,"21,166 Miles",Tiguan,"$16,999",WVGRV7AX6HW502853,2017
Hyundai,"14,610 Miles",Santa Fe Sport,"$27,900",5XYZW4LA7HG424198,2017
Lincoln,"40,774 Miles",MKX,"$29,600",2LMTJ8KP8GBL40637,2016
Honda,"18,635 Miles",CR-V,"$21,800",2HKRM4H44GH691265,2016
Toyota,"63,916 Miles",Tundra,"$27,000",5TFEY5F17FX182162,2015
Toyota,"19,996 Miles",Camry,"$17,855",4T1B11HK9JU560610,2018
Toyota,"36,847 Miles",Camry,"$15,500",4T1BF1FK9GU545358,2016
Ford,"39,144 Miles",Focus,"$11,800",1FADP3F28HL290785,2017
Ford,"42,872 Miles",Focus,"$11,800",1FADP3K24HL263976,2017
Lexus,"15,571 Miles",IS 200t,"$28,330",JTHBA1D25G5003236,2016
Ford,"14,600 Miles",Escape,"$15,499",1FMCU0GD0HUE38589,2017
Nissan,"42,799 Miles",Rogue,"$21,100",5N1AT2MV2HC869816,2017
Nissan,"61,111 Miles",Altima,"$12,700",1N4AL3AP7GN306205,2016
BMW,"24,884 Miles",3 Series,"$21,700",WBA3C1G52FNR50154,2015
Nissan,"14,950 Miles",Rogue,"$18,800",KNMAT2MT8JP558618,2018
Kia,"38,347 Miles",Sportage,"$15,600",KNDPM3AC1H7157004,2017
Infiniti,"40,762 Miles",QX60,"$23,999",5N1AL0MM9FC510133,2015
Ford,"72,888 Miles",Escape,"$12,555",1FMCU0F73FUC01992,2015
Volkswagen,"26,144 Miles",Jetta,"$15,500",3VWD17AJ8GM294654,2016
Hyundai,"37,849 Miles",Santa Fe Sport,"$16,800",5XYZTDLB9GG355689,2016
GMC,"30,707 Miles",Terrain,"$16,500",2GKALMEK4G6136814,2016
Chevrolet,"40,074 Miles",Impala,"$16,900",2G1105S32H9163638,2017
Mercedes-Benz,"33,281 Miles",C-Class,"$26,500",WDDWF4KB5GR142628,2016
Honda,"47,268 Miles",Accord,"$14,855",1HGCR2F38FA233760,2015
Ford,"42,918 Miles",Focus,"$11,600",1FADP3K28HL280084,2017
Nissan,"30,413 Miles",Frontier,"$21,900",1N6AD0EV9HN748836,2017
Ford,"27,548 Miles",Fusion,"$18,715",3FA6P0H93HR167785,2017
Audi,"31,314 Miles",Q5,"$25,755",WA1CMAFP0EA070959,2014
Ford,"15,323 Miles",Mustang,"$21,800",1FA6P8TH8H5212753,2017
Hyundai,"18,122 Miles",Sonata,"$17,185",5NPE34AB7FH108194,2015
Lexus,40 Miles,NX 300h,"$41,755",JTJBJRBZ0K2100108,2019
Lexus,"34,233 Miles",LS 460,"$49,399",JTHBL5EF8H5144726,2017
Chevrolet,"45,710 Miles",Cruze,"$12,900",1G1BE5SM0H7210164,2017
Ford,"12,732 Miles",Shelby GT500,"$49,900",1ZVBP8KZ8D5240806,2013
Cadillac,"39,093 Miles",SRX,"$17,899",3GYFNBE37FS589506,2015
Jeep,"12,046 Miles",Compass,"$21,680",3C4NJCCB4JT368090,2018
Audi,"35,167 Miles",A3,"$18,900",WAUCCGFF1F1025952,2015
Ford,"62,761 Miles",Mustang,"$18,200",1FATP8UHXG5243065,2016
Mazda,"44,180 Miles",Mazda6,"$16,885",JM1GJ1V50G1438897,2016
Acura,"30,860 Miles",TLX,"$22,000",19UUB1F56GA008047,2016
Ford,"35,533 Miles",Fusion,"$17,100",3FA6P0K94GR263318,2016
Nissan,"32,899 Miles",Rogue,"$19,700",5N1AT2MV0GC785721,2016
Honda,"53,192 Miles",Civic,"$13,600",19XFB2F89DE088427,2013
Nissan,"6,485 Miles",Rogue,"$24,600",5N1AT2MT7HC888666,2017
Acura,"33,171 Miles",TLX,"$18,999",19UUB2F57FA019143,2015
Ford,"25,951 Miles",F-150,"$34,999",1FTEW1EP8HFB53816,2017
Ford,"27,799 Miles",Escape,"$16,330",1FMCU0F75HUE07480,2017
Hyundai,"50,652 Miles",Elantra,"$11,400",5NPDH4AE3DH210547,2013
Kia,"69,855 Miles",Optima,"$11,900",5XXGM4A70FG351214,2015
Ford,"48,991 Miles",F-150,"$26,380",1FTEW1C84GKE05465,2016
Nissan,"16,653 Miles",Sentra,"$13,100",3N1AB7AP4FL687615,2015
Mercedes-Benz,"24,139 Miles",GLE,"$36,830",4JGDA5JB3GA704771,2016
Ford,"44,070 Miles",Fiesta,"$9,495",3FADP4EJ9HM135787,2017
Acura,"27,057 Miles",TLX,"$18,999",19UUB3F50FA010872,2015
Chevrolet,"19,493 Miles",Equinox,"$21,100",2GNALDEK5H1519436,2017
Jeep,"26,173 Miles",Grand Cherokee,"$33,280",1C4RJFJG4FC839806,2015
Chevrolet,"23,970 Miles",Traverse,"$20,200",1GNKVGKD8DJ262634,2013
Chevrolet,"24,674 Miles",Traverse,"$21,400",1GNKRFKDXHJ245340,2017
Ford,"39,402 Miles",C-MAX Energi,"$14,700",1FADP5CU0GL101658,2016
Acura,"37,839 Miles",TLX,"$18,730",19UUB1F37FA006451,2015
Nissan,"5,565 Miles",Titan,"$40,980",1N6AA1E50JN505002,2018
Toyota,"28,944 Miles",Corolla,"$15,000",2T1BURHE1FC433343,2015
Volkswagen,"28,446 Miles",Tiguan,"$19,580",WVGRV7AX1HW503814,2017
Kia,"50,280 Miles",Optima,"$13,900",5XXGT4L30HG129076,2017
Mazda,"28,641 Miles",CX-9,"$32,300",JM3TCBEY0G0110028,2016
Jeep,"4,778 Miles",Patriot,"$17,900",1C4NJPFAXHD189952,2017
Cadillac,"12,927 Miles",ATS-V,"$43,830",1G6AN5SY6G0100235,2016
Mercedes-Benz,"45,121 Miles",GLK,"$24,830",WDCGG5HB3FG407088,2015
Toyota,"41,652 Miles",Camry,"$15,200",4T1BF1FKXGU181127,2016
Ford,"50,215 Miles",F-150,"$24,580",1FTEW1CF5FFB91902,2015
Volkswagen,"30,702 Miles",Tiguan,"$12,999",WVGAV7AX2GW573902,2016
Audi,"23,020 Miles",A3,"$19,999",WAU6CLFF5F1086453,2015
Dodge,"37,767 Miles",Durango,"$21,999",1C4RDJAG5FC810633,2015
